LATITUDE	LONGITUDE
-33.9052258	150.8574539
-32.0786231	115.7556346
-33.7854329	150.8027931
-32.54885	115.72854
-32.8977494	151.7298331
-37.6590834	145.1676063
-33.7971077	151.0053788
-31.97496	115.89364
-34.0408099	151.1250699
-38.1514307	144.58232
-34.82759749	138.6574402
-37.8592116	144.9777742
-33.7344653	151.095262
-34.8796404	147.5807201
-33.8854784	151.2381049
-33.8099418	151.0116681
-36.0709306	146.897599
-33.9842774	151.1269411
-26.7985787	153.1386415
-35.1678169	138.5021036
-33.8740665	150.8801377
-33.7143064	150.9046174
-38.69531	146.4533475
-33.8404042	148.696852
-34.03690481	151.0830336
-34.0102655	151.212972
-33.2320456	151.5550852
-35.0810838	138.514866
-33.7333931	151.0517359
-38.138331	145.2579254
-37.840394	145.0291513
-33.76995247	151.0795585
-27.7255344	153.2016302
-33.40991315	149.563762
-37.8662482	145.1009463
-27.53119974	153.1085742
-37.9085992	144.7204505
-33.9698734	151.1185197
-33.8269888	151.107707
-34.57857979	150.8678377
-33.8630249	151.16671
-37.5243928	145.3551531
-33.8867571	150.8002483
-33.9889056	151.0919565
-37.95239524	145.1726342
-37.7185047	144.9189155
-37.7676228	144.9099559
-32.05139	115.96085
-33.7925145	150.9712518
-27.6688031	152.5918341
-33.8598675	151.2812328
-37.8458994	145.0002527
-34.9967327	138.7585119
-12.399204	130.852911
-38.0097262	145.1649339
-34.8049043	138.6418575
-32.25288	115.81955
-33.2321486	149.0839838
-33.8575833	151.175982
-33.848017	151.2850623
-35.05002116	138.8308075
-33.8139138	151.1762546
-32.35154042	151.5484939
-32.6874305	151.3887546
-37.8280485	145.2028022
-26.23782331	152.8868714
-33.9939729	151.1340129
-32.0122636	115.907013
-35.9641123	146.8916633
-33.9584856	150.9448885
-33.8964839	150.9093292
-32.94651302	151.3015947
-34.8400399	150.7421795
-38.117284	144.6454254
-33.86187	151.107446
-32.16121957	116.0562616
-35.1729809	149.0913389
-33.7216857	150.4609706
-35.3401703	150.471667
-41.0405676	145.8576303
-32.2254522	115.9803553
-34.9336208	138.5483925
-32.1191496	115.8827618
-31.75322	115.80918
-37.821904	145.061362
-33.5263396	150.7798763
-32.92998214	151.7145565
-32.2623476	148.5706684
-37.8674941	144.8114087
-27.3063135	152.9527603
-33.89275138	151.186873
-32.8063975	151.463355
-28.095273	153.4342986
-37.35846685	144.6592211
-27.5643012	153.0361729
-33.8083176	151.2839463
-32.5974521	149.5927232
-25.2987699	152.8924385
-33.8550829	151.1015273
-33.9515563	115.0915585
-32.9647386	151.6973476
-38.0817401	145.33625
-28.8235471	153.2892246
-37.8685893	145.0719737
-38.0303533	145.2733524
-33.8319998	150.9355001
-23.0283535	150.6706356
-27.6306575	153.1462552
-27.184555	152.982698
-37.94926803	145.0476179
-21.064406	149.1468495
-33.8467286	151.1146185
-37.79995723	144.8844791
-34.993806	138.573982
-33.8979844	151.2485842
-31.8930224	115.7843172
-37.8561717	145.1558165
-33.86539547	151.2522003
-27.3986816	153.0195214
-30.37220105	153.0887413
-35.8293047	150.1771044
-33.6071502	151.1412881
-33.8912931	151.1426833
-37.750566	145.0687317
-33.4920797	151.3601408
-27.88355266	153.3929721
-37.7747795	145.0459618
-34.4957949	150.4331
-33.7915357	151.2579741
-33.8027407	151.1575546
-33.7507098	150.7365493
-38.240114	145.044606
-27.6482952	151.9299341
-27.7388259	151.588348
-36.7126978	149.8647386
-33.7652576	150.968525
-33.676786	150.2857678
-34.68277868	149.9829878
153.1772038	-27.4655101
-33.6854689	150.6979218
-33.9252504	151.1398266
-20.73813374	139.4983739
-33.89392499	151.2727096
-28.80357	114.63142
-25.3134468	152.82188
-34.8357903	150.6015895
-34.0041669	150.8662916
-37.824521	145.086891
-38.2266833	145.1814645
-30.721883	152.9139032
-35.0791267	138.876661
-34.9267442	138.5939643
-38.23195832	144.3631896
-33.7763513	151.1444709
-31.1098634	150.8995325
-32.06444	115.96317
-33.9289789	150.9444079
-27.9719284	153.413861
-33.78387567	150.9619088
-38.224924	145.9158193
-33.7158521	150.9299237
-38.3548722	141.5939057
-27.6359338	153.1448047
-26.9604094	152.957829
-34.4842762	150.44476
-33.7603909	151.089498
-33.7073287	150.871787
-27.93088013	153.3153961
-33.88027718	151.1741022
-34.9084906	138.4945366
-34.58345872	150.8568338
-30.7310829	152.9652437
-37.8649756	145.1088334
-33.7017004	151.2789611
-36.131607	146.850335
-27.8452312	153.2951243
-31.8154429	115.973551
-32.0538393	115.7556178
-37.8090645	145.360398
-37.7701645	144.9515024
-33.8565447	151.0899277
-38.13070248	144.3420259
-33.7473972	150.9299216
-36.705686	144.2481257
-27.3378626	153.0055673
-27.8355236	153.2946201
-34.8228993	138.7030818
-27.5002642	153.0677745
-27.45252588	152.9327544
-33.25211125	149.0910835
-37.879669	145.108375
153.0426288	-27.6376703
-33.7628654	150.7157173
-33.090987	148.8680057
-37.6361212	145.2077691
-31.70416823	148.6639256
-31.9030497	115.9851524
-31.8747521	115.7951721
-37.905926	144.678934
-35.1203906	138.5107591
-37.55483293	143.8779387
-35.0617716	138.6140835
-28.11696781	153.3904705
-33.7386372	150.9610185
-33.26592199	149.0700981
-32.11944423	115.9194145
153.0825799	-27.5475481
-35.1956502	149.0360479
-28.0781781	153.4031542
-31.688923	115.731003
-33.85157685	151.2785817
-33.9330591	150.8060488
-33.957432	151.1139558
-37.6283971	145.4938995
-34.4900301	139.0443419
-28.0852321	153.3752055
-37.821868	145.0681797
-31.0828913	150.9309438
-37.711035	143.938492
-27.407043	152.997303
-26.409227	152.9133234
-27.8176472	153.3233703
-38.1388936	144.3350678
-34.7234218	149.7252801
-28.5465888	150.3151125
-36.0500685	146.9870478
-36.0371286	146.9792999
-34.0571107	151.0914382
-33.0895913	151.4494766
-31.90254	116.19242
-34.9406314	138.5157705
-33.8317826	151.1346697
-27.49094404	153.1094085
-33.78984162	151.049953
-27.9534032	153.4061932
-33.73154918	151.0647359
-33.8845219	151.2611756
-33.9665654	151.0844331
-33.8692849	151.0934567
-37.6257366	144.9157683
-34.944708	117.310693
-27.6059464	152.8050271
-37.67261462	145.5509727
-33.9249395	150.9470252
-34.5414013	150.3813158
-32.0007584	115.8647084
-33.7420816	151.1417978
-37.9853203	145.1204888
-12.4186	130.834586
-31.4390068	152.9127442
-28.151162	153.4924473
-35.3726142	149.0842573
-33.9035799	151.1839344
-32.4006075	151.754648
-27.58821695	153.0490627
-33.8941795	150.8756896
-27.9255275	153.4028488
-33.9347192	151.1134465
-33.73141333	151.1662934
-33.3787176	148.0077633
-31.9067617	115.9461699
-34.8689645	138.6887403
-31.541242	115.6235102
-33.6788348	151.3010326
-36.0385602	146.9305199
-27.4591086	153.0219111
-35.1533136	149.1004949
-30.891132	153.0517884
-33.7949222	150.7807796
-20.8478116	144.1999836
-35.286719	149.1461514
-33.9332758	151.1986529
-41.1049632	146.7959242
-26.3933242	153.0926019
-33.6760797	151.2946475
-34.0518277	151.082684
-33.58168005	150.6258338
-34.5613615	150.8000952
-33.2804807	149.1212404
-33.7335391	150.4201844
-35.4238523	138.3307289
-34.0324971	150.8266683
-37.738651	145.081682
-28.6535178	153.27418
-33.78034179	150.9721935
-37.681957	145.123796
-27.9216666	153.3195914
-33.8941663	151.2447562
-33.9240103	151.0079378
-37.8044415	144.9740462
-37.959772	145.138077
-27.4428502	153.1470278
-26.7788063	153.0932263
-30.01802679	151.8640092
-33.7111298	150.9530956
-20.42162	118.60585
-37.763814	145.2747
-32.9262296	151.6775017
-41.4573515	147.150876
-33.8024701	151.1516649
-33.801962	151.010587
-28.00712793	153.352593
-35.1545087	150.5995248
-33.9413668	151.1030492
-33.7719965	151.0604486
-35.2711195	138.9114661
-34.0470937	151.1291228
-38.2714923	144.6183786
-33.9003444	151.1775006
-27.87716162	153.3964398
-33.9863017	151.0425732
-37.8356971	145.0941858
-33.8887214	151.265436
-35.2192557	149.0245422
-34.8561648	138.6441088
-35.4402651	149.1012018
-27.56250603	152.8777153
-33.8203382	151.0593291
-32.2631184	148.6111407
-37.84811	144.8754317
-27.5336276	153.2698232
-33.99649967	138.6608015
-33.716631	151.003518
-33.4864136	145.5339904
-38.2041939	145.4891989
-33.1845335	138.3037701
-38.124403	145.3383995
-31.8992905	115.8421648
-27.4334806	153.0201164
-31.7332789	115.797917
-38.150179	145.1391459
-33.880017	151.1742223
-37.94270316	145.2492776
-27.0718797	153.1118245
-33.55603682	150.6630379
-33.3059408	115.7411216
-32.8465218	151.3782919
-35.2341227	149.1610305
-41.1740448	146.3575967
-27.9506263	153.3671471
-34.8308768	138.6644059
-37.8561902	144.9680524
-33.9245701	151.0827069
-26.6979769	153.0766015
-31.4344295	152.9013741
-33.61850098	151.1432252
-37.7027	144.974901
-37.7351411	145.2668602
-33.6132728	151.3296103
-33.7642735	151.220228
-31.95672	115.808763
-31.89366746	115.8629663
-30.6665692	150.1141689
-38.0895572	145.1998385
-33.798068	151.1337472
-28.2065009	153.4515714
-37.60598649	143.840009
-37.7136708	144.7752104
-32.04479	115.86822
-33.9550878	150.8670672
-38.1006612	145.2774461
-33.8865317	151.0068701
-33.8689523	150.866218
-34.423657	150.8464455
-33.7016944	151.2887345
-35.4253529	149.1214097
-31.85232	115.90992
-36.6165836	149.4970114
-31.97812896	115.8894204
-34.0599411	150.7610554
-35.0661473	138.5423483
-32.3665612	149.5316125
-34.41657366	150.8814732
-33.74095695	151.0306747
-33.0231842	151.6562651
-33.9000917	151.0817803
-37.8282738	145.2928337
-34.706512	138.7138143
-37.7349914	145.0019134
-30.519844	151.6600384
-37.8858917	145.0758091
-32.2538746	148.6440868
-37.9303061	145.0405874
-32.7921826	151.5132785
-35.989837	146.6425818
-37.745598	144.818071
-37.749031	144.918094
-37.88523511	145.0662753
-33.80505443	150.6855753
-33.9763767	151.1026893
-37.875572	145.034876
-37.8033029	144.8143179
-35.1503676	147.3727214
-27.9642993	153.4124145
-32.6024405	149.5854348
-34.1901499	150.9769604
-32.30634851	115.9800457
-33.9774084	151.0401794
-33.7713125	150.6888875
-37.72922386	145.0681011
-33.44272387	151.3558561
-31.8932655	115.762343
-18.6399478	146.1689405
-33.7850393	138.2165379
-36.38818824	145.3601545
-37.848868	144.871034
-16.5207447	145.4684001
-33.8815213	150.9272802
-37.671688	144.881427
-33.7225506	150.8858577
-27.8655971	153.2635064
-31.8645379	152.4321011
-38.081247	145.294752
-33.86448287	150.9179457
-34.0031741	151.1323399
-37.7359923	144.7288404
-34.9026306	138.6738053
-37.80685908	144.9906819
-35.5184796	144.96141
-37.7194908	145.0689372
-37.86987171	144.9849851
-37.921408	145.191218
-32.77789334	152.1005293
-34.0390844	150.7683067
-33.92282654	151.199252
-34.743067	149.7297457
-31.8950136	115.8489758
-32.3544272	115.8149787
-33.136944	148.1646976
-28.1168598	153.3899012
-38.2033185	146.5584412
-28.1930019	153.50803
-38.2637167	144.5237006
-27.6644526	153.0116927
-16.5182056	145.4671873
-35.95108099	146.8851002
-35.1461131	147.3781116
-35.2099432	149.0491688
-33.8759828	151.2761378
-33.7233836	151.1563394
-33.80884279	150.7946392
153.0685462	-27.4952637
-33.7588724	151.1073859
-33.3808722	151.3802303
-27.5303043	153.0513483
-33.4720184	151.4233085
-34.9429606	138.5873415
-32.34994	115.7578
-33.71423	151.2998643
-33.78440954	151.2020148
-26.4101808	153.0793612
-27.7045988	153.1415949
-37.8238101	145.0107607
-31.9805406	115.9053363
-33.8159793	150.9780795
-33.9983502	151.1069148
-34.7329988	138.6171423
-27.1188124	152.8945376
-33.9539381	150.9373481
-33.9774009	151.0749152
-26.8049184	153.0952955
-33.7445588	150.8538143
-32.126437	115.8087758
-37.9345169	145.0224183
-33.8753783	148.1927909
-34.0167794	151.085409
-35.2570904	149.0730842
-26.53376826	153.0905351
-35.2392249	149.041675
-38.1786044	145.6711397
-28.0017264	153.3857001
-31.0568479	151.0566141
-28.8050116	153.2877166
-34.89048633	138.6971272
-33.9211634	151.0845059
-37.812909	145.18569
-32.7359344	151.8712893
-27.5251525	153.000352
-33.7015329	151.2826428
-31.83823	115.9071
-32.54204023	151.1640351
-33.7265349	151.0932577
-34.6752547	138.6584486
-33.6269562	150.7438682
-35.3129158	149.1410915
-33.56184	115.56298
-27.5791726	151.982673
-41.4547251	147.1248214
-32.9048387	151.7437043
-37.87147384	144.8140472
-33.8518656	151.2838076
-33.9008161	151.1561507
-27.2476257	153.0367225
-32.0098008	115.8814922
-24.8409428	152.4765987
-32.2670945	148.6028125
-33.8799301	151.2349683
-33.5116987	151.3166417
-33.8066871	150.9431516
-32.21255	115.9992
-32.0618249	152.5423945
-35.9207834	145.6615094
-31.8518564	115.832516
-33.7914226	151.1887098
-37.9026616	145.4893999
-32.92008881	151.6716716
-20.7357549	139.489193
-34.7264508	149.739487
-31.633624	115.6838035
-33.67722372	151.2983325
-35.4190438	149.1392168
-34.8628943	138.5640537
-35.0743459	138.5976936
-34.0591098	150.7121435
-28.0228562	153.4322483
-34.0622206	150.7617081
-33.8056194	151.0904623
-31.1450831	150.938132
-32.0514897	116.002516
-35.3576472	149.0852391
-34.9238987	138.6608528
-31.9784667	152.5721171
-37.80454736	144.8707639
-38.1093241	147.0755926
-27.48681948	152.9919389
-19.3057592	146.8064528
-31.9661953	115.9516351
-32.269301	115.8429541
-27.6117349	152.8138898
-34.7221107	138.6879422
-33.8829984	151.1460699
-32.9189214	151.618055
-28.6038338	153.2262469
-30.4263021	148.4200133
-37.8136117	145.2792895
-32.9418189	151.6683746
-27.3920926	152.9647693
-34.8473557	138.7135059
-32.57761	115.66251
-28.5852363	153.0423306
-31.1125917	150.9240681
-33.00372994	151.5841415
-33.9548965	151.1044773
-31.83262	115.79342
-28.0512287	153.3504152
-38.1610302	144.5667583
-19.30384947	146.7438066
-34.4860326	150.4166782
-32.04719313	115.7519259
-12.4511894	130.8508618
-37.8913255	145.2769813
-33.7124415	151.1057727
-29.1124162	152.0623973
-27.6333271	152.7639304
-33.8844258	151.137411
-33.6989695	150.6920252
-28.2244495	153.5337142
-35.2049805	149.0107146
-34.6322121	148.0262429
-33.7308646	150.7336678
-33.2796782	149.0933427
-37.809735	145.197922
-33.4350064	151.2505871
-33.74262259	151.0701972
-34.5849557	146.4158642
-38.135887	145.135232
-41.2316465	146.3774423
-34.0137437	151.0579566
-37.780753	147.6827158
-32.1558247	115.867756
-37.8548889	145.2272932
-32.9043071	151.6016948
-31.0184768	152.9458274
-33.8247762	151.2465009
-32.5327	115.70281
-31.80666	115.84246
-33.8861338	151.2315355
-38.2323046	145.1774736
-33.0214502	151.6530544
-34.6577272	150.2916517
-33.5242462	150.7765458
-33.7782692	150.8755159
-27.5965278	151.9168133
-26.4840481	153.0959479
-33.7409982	151.0719778
-23.70014288	133.8522013
-18.6583474	146.1544231
-37.916508	145.1931128
-33.8800471	151.1238194
-37.9151581	145.05365
-34.9355965	138.505907
-34.99520838	138.5444588
-33.729206	150.9719941
-37.92261806	144.6368174
152.9733604	-27.559466
-33.7589681	151.0050068
-34.0317149	151.1236321
-31.9568797	116.020099
-30.9979451	150.2466357
-33.7785153	150.9088761
-31.0804045	151.0248659
-33.6994257	151.2847726
-35.3603489	149.4904321
153.041643	-27.5705694
-33.8878735	151.2272273
-25.42642815	152.7912926
-37.8477694	145.1458656
-33.8235504	151.2398677
-33.8642058	151.1725344
-27.6121082	152.9048859
-32.9944364	151.5774264
-33.7075368	150.7098319
-36.7587453	145.5699666
-42.844133	147.3156372
-33.87524	151.087579
-37.3526577	144.7347911
-33.6769456	151.0281882
-28.8182415	153.3441689
-32.72505037	152.1060966
-27.7022142	153.1683342
-32.5511804	115.6824302
-35.0151723	138.6190916
-33.7827004	151.1143316
-34.5069722	150.4173672
-33.731662	150.9153383
-30.356594	153.0668519
-27.8842649	153.3502209
-34.03391932	151.129183
-37.7886101	145.3470075
-30.3353083	149.7898768
-20.0721525	146.2185501
-37.5995343	145.0680298
-38.1599584	144.2959396
-32.7454891	151.5913182
-32.9335319	151.7228376
-27.9161889	153.2865098
-33.7065091	150.9511134
-40.91758495	144.6843245
-33.80861	151.152917
-33.7511588	151.2183449
-35.1870499	149.09365
-34.8013459	138.6657427
-24.4186347	145.4579162
-33.7789212	151.1759194
-33.9074148	150.9000005
-33.9689019	151.1046635
-33.5545781	149.716485
-34.0391434	151.0869466
-35.5369398	138.6296319
-33.9044929	151.182297
-34.00863401	150.7486595
-31.91688	115.91491
-34.81643683	138.6677342
-31.8933236	115.8134132
-30.9839463	151.5914481
-33.7237953	151.0078857
-29.6842466	152.8649118
-31.67896	115.70534
-33.9313764	151.2050371
-33.8381422	151.2122343
-41.0847413	145.8897838
-29.7790359	151.0995227
-33.7390123	150.8895419
-34.88183263	138.6606863
-33.8528921	151.1559246
-27.6883058	153.0517262
-33.9056913	151.0169827
-34.038378	151.067075
-37.7543597	144.9782303
-32.8837779	151.6644697
-31.01779	115.33757
-37.783341	145.148646
-33.7361954	150.7526554
-27.3534504	152.9566596
-33.9535283	151.2044869
-33.9944591	151.0256793
-36.0826516	146.9268323
-33.768755	151.0933378
-33.36092798	151.4930963
-33.9500135	151.0215286
-37.866651	145.262925
-34.0608479	150.7989336
-25.91976595	153.000029
-34.8721503	138.6923721
-27.581259	153.0793707
-35.2405643	149.1430113
-28.2655028	153.4512204
-34.8510659	150.60978
-38.083467	145.1991627
-33.399409	149.5537725
-34.5359266	150.5679688
-35.17640318	138.4798822
-34.63679077	148.0153824
-29.4236727	147.9796728
-33.7581568	150.9683188
-34.025478	150.8216234
-34.719498	135.8511168
-27.9521799	153.3938931
-36.8070877	144.3433534
-28.1344934	153.4888396
-31.4472751	152.9066071
-33.9023714	151.1433778
-33.8162572	150.9323376
-27.132206	152.9150234
-37.868524	145.057844
-35.06699985	138.5568431
-19.3064193	146.6911772
-34.9570438	138.5560596
-35.2605169	149.1433718
-33.71978561	151.0482907
-28.8044258	153.3003853
-33.9145478	151.2471471
-31.99207	115.99596
-26.8048699	153.0957063
-19.32074883	146.7476503
-35.4445781	149.1118234
-33.88269944	151.1309519
-31.78188	115.76426
-37.8337519	144.8668107
-33.9845918	150.8869464
-33.5904699	150.9277451
-32.16837105	115.9891768
-32.01768	115.76912
-30.6634056	152.9852797
-31.7651391	115.9712335
-26.6019872	153.0954266
-27.8311162	153.046491
-27.525687	153.2261244
-34.6419999	150.1101291
-33.9015728	151.1822095
-27.839604	153.3352817
-31.9179884	115.768392
-36.0551096	146.9403649
-33.7653275	151.172027
-35.309396	149.1002235
-33.8456286	151.213968
-33.74724383	150.8704727
-33.7178987	151.001631
-33.8817268	151.2312789
-31.93966	115.91823
-33.3400559	148.9196978
-33.6951117	150.8676124
-33.4350486	151.4244351
-33.7632273	150.8365412
-34.01801066	151.0918827
-28.5580187	153.4974713
-37.70191157	144.9264086
-37.788352	144.8720722
-35.0445545	138.5719078
-33.7711057	150.9895639
-36.3111923	145.0489492
-34.0493955	151.0013932
-30.57990741	151.5132293
-27.9506262	153.3774025
-33.7853262	151.00898
-35.36917134	150.4331286
-37.6864056	144.7403629
-33.95478365	151.1134635
-37.73697307	144.8749824
-36.7783034	144.3124266
-33.80468148	151.2871163
-27.9419374	153.350557
-17.2494775	145.4801768
-32.3754642	117.010105
-27.45872044	153.0623127
-35.1484253	147.3522355
-33.1331578	148.1651503
-37.7667008	145.0905624
-33.8779236	150.8719368
-31.90106	115.83855
-37.6998883	145.0334461
-33.9071411	151.2404021
-33.7991079	151.180584
-33.7590072	150.9604504
-27.2062066	153.0355426
-32.8871515	151.2555694
-31.9336607	115.8985681
-33.7388049	151.1615673
-33.8887225	151.2452184
-36.3062865	150.129112
-33.88857484	151.2159869
-27.9910609	153.4149104
-37.986821	145.066935
-35.4721093	149.0936992
-27.3947173	153.4400435
-31.933242	116.003091
-37.0418439	149.9156077
-33.7184725	151.0361387
-33.7968232	151.2718509
-35.1311968	147.3305732
-33.4457586	151.4358659
-33.68034489	151.2915532
-19.315454	146.7155938
-27.1852991	151.2580835
-32.0521605	152.4797278
-33.8500077	151.1023418
-32.708986	151.5348791
-38.03185	144.3932099
-38.1336667	144.3517628
-33.7239269	150.3092817
-35.9970636	148.659823
-33.2867262	149.0945082
-27.6421167	152.3914344
-23.4561812	150.4559991
-27.17803601	151.2334623
-30.0247777	148.1224396
-33.9126699	151.0941426
-33.7863594	151.049343
-33.91666897	150.9265245
-35.21445325	149.0707291
-35.1431586	147.3837409
-37.855568	144.880741
-33.7545975	150.8035906
-35.4474695	149.1288864
-33.1348934	151.5863702
-38.019751	145.105711
-34.1150507	150.7992244
-33.9441536	151.2109256
-33.13437575	151.5706334
-32.17499037	115.8409475
-30.5063375	151.6861878
-33.8819918	151.2582689
-37.9403104	145.2480565
-34.00200221	151.131229
-29.6811308	152.923615
-23.2953383	150.3649486
-34.031254	151.1054725
-28.0175062	153.3913356
-34.339636	138.9183882
-33.806455	151.1966832
-32.51934	115.74421
-32.08291	115.85102
-31.962706	141.4427998
-35.0369722	138.5338939
-34.8739793	138.5610951
-33.8980809	151.1609616
-33.91176103	150.9950015
-31.72682	116.00445
-32.09711063	115.9722438
-27.79483151	152.6854659
-27.59325614	152.9188555
-27.43807838	152.9820514
-36.62554471	149.561517
-31.097238	150.8762553
-32.2742507	115.8233657
-37.8204849	144.9901123
-28.8430924	153.4340971
-33.725019	151.0872234
-34.3231956	148.296533
-28.8500482	153.5803208
-34.9434483	138.7339183
-33.7123771	150.9213524
-33.9265964	150.9494844
-33.8814731	151.1404659
