CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount
70530,C,1,75.38851452,6/8/2023 19:38,PayPal,"PSC 8454, Box 4823
APO AE 17356",Books,18.43627657,61.48967949
54429,D,8,69.09431329,12/8/2023 4:16,Debit Card,"5933 Roberts Wall Apt. 225
South Dannyborough, WA 41280",Home Decor,5.371900825,523.0610825
120177,D,3,50.03074725,3/23/2024 11:50,PayPal,"42485 Kristina Walks
Catherinemouth, CT 93272",Electronics,6.031257077,141.0397928
853797,D,3,67.11419404,4/16/2024 4:11,Credit Card,"904 Elizabeth Gardens Suite 981
New Isaiah, PR 39559",Books,15.50945109,170.1154528
127138,D,1,33.63936661,5/31/2023 7:24,Debit Card,"008 Knight Pines
Myersberg, FM 97841",Home Decor,1.244171467,33.22083521
472995,B,5,69.2038385,5/19/2023 2:21,Cash,"Unit 5493 Box 4915
DPO AE 46180",Books,16.49585071,288.9403831
493821,A,7,70.54673544,12/28/2023 11:49,Credit Card,"280 Grant Junctions Apt. 423
Crosbyfort, NV 96865",Electronics,17.13967728,409.1867686
571728,A,9,50.03989495,1/11/2024 14:19,Credit Card,"4918 Benson Springs Apt. 545
Bakerville, AS 80512",Books,2.865302125,437.454907
509745,C,7,32.44361216,3/1/2024 18:51,Debit Card,"Unit 4248 Box 3478
DPO AP 26267",Books,4.70639588,216.4168113
229231,B,9,82.27593684,6/14/2023 22:16,Credit Card,"501 Wright Junction
Port William, DE 66411",Home Decor,14.37946628,634.0058662
268207,D,8,77.87144604,3/11/2024 9:34,Debit Card,"469 Walker Forks Apt. 596
Danielburgh, OH 96428",Clothing,9.412914394,564.3317879
727748,B,2,15.13826686,1/22/2024 1:18,Credit Card,"27719 Johnson Land Suite 271
Lake Rachel, MS 25472",Electronics,6.271852121,28.37763431
216500,A,1,54.48413965,7/2/2023 6:11,Credit Card,"616 Edwards Walk Suite 451
North Thomasmouth, TN 07097",Books,7.935460701,50.16057216
892466,C,7,18.28998616,10/18/2023 18:23,PayPal,"96496 Patrick Islands
Lake Nicole, IN 92062",Home Decor,15.52832487,108.1490038
867913,D,7,38.76064825,7/30/2023 12:20,PayPal,"81215 Drake Centers
South Ashleyhaven, IL 05545",Clothing,2.444920689,264.690868
199367,A,8,48.00152337,11/2/2023 17:35,Debit Card,"2959 Heather Orchard
North Rebecca, MT 87449",Books,15.65384587,323.8995111
496177,A,5,25.91976008,8/10/2023 2:46,Cash,"7455 Pena Cape
Tiffanystad, ME 78027",Electronics,5.391257854,122.6117949
497860,B,3,52.20121515,12/20/2023 7:31,Debit Card,"20633 Jeremiah Trace
North Jose, VT 92231",Home Decor,15.40578351,132.4776269
487175,D,8,73.55990778,2/14/2024 12:16,Debit Card,"98751 Isaac Court Apt. 812
East Tracy, IL 95098",Clothing,19.08665624,476.1582484
573789,B,6,49.32689403,4/2/2024 6:34,PayPal,"269 Gonzales Prairie
Anthonyburgh, ID 16216",Books,18.67648085,240.6861967
63925,B,3,31.07258121,6/7/2023 7:51,Debit Card,"065 Nancy Gateway Suite 237
Port Marcus, AL 04964",Electronics,19.7587519,74.79908093
87781,C,1,47.33364372,3/20/2024 2:48,Debit Card,"90846 Fuller Burgs
Hendersontown, VT 91293",Books,4.362300725,45.26880784
350384,A,3,63.31661184,12/29/2023 6:54,Credit Card,"319 Cory Park
Dukeland, RI 05923",Electronics,19.41658202,153.0680699
829031,D,5,94.27530854,6/19/2023 3:12,Cash,"2155 Hartman Turnpike Apt. 632
Charlestown, MO 76093",Electronics,3.902613929,452.9805361
211409,C,3,54.95003129,9/6/2023 17:42,Credit Card,"PSC 4308, Box 2125
APO AE 53765",Clothing,0.980459509,163.2338054
13104,D,1,89.90766963,6/20/2023 3:01,Debit Card,"85150 Harris Garden
Rodriguezville, NY 80407",Clothing,3.435628997,86.81877567
113126,B,5,98.61003733,1/22/2024 7:51,PayPal,"373 Wagner Extensions
Port Heidi, IN 15041",Electronics,0.433074844,490.9149103
954635,C,7,60.3116587,1/31/2024 12:14,Cash,"344 Sutton Plains Apt. 541
Tammyport, LA 57073",Electronics,0.110103223,421.7167753
123054,A,7,23.23620157,8/18/2023 14:33,PayPal,"407 Klein Club Apt. 003
Davistown, AS 09777",Books,12.08886147,142.9904655
142499,B,9,88.77816489,5/8/2023 0:23,Credit Card,"409 Hampton Hill
Lake Gail, MA 03704",Electronics,0.888264045,791.9062233
965904,D,3,87.61206739,5/24/2023 3:49,Cash,"86293 Nancy Radial
South Jamesview, FM 65253",Electronics,5.854469012,247.4485382
282062,D,7,88.17045193,7/29/2023 21:58,Cash,"85502 Colleen Fields Suite 061
Johnsonside, MD 12669",Books,9.014604013,561.5556438
477717,D,1,95.54941634,6/12/2023 9:56,PayPal,"62861 Cruz Wall Suite 673
North Teresabury, AS 87155",Electronics,4.447918859,91.29945583
425222,D,4,34.87919125,2/5/2024 18:58,Debit Card,"785 Gomez Knoll
Jeffreyport, VT 46521",Home Decor,19.06080968,112.9237399
649944,C,4,40.00875001,9/21/2023 5:43,Credit Card,"60384 Mark Divide
Port Hannahfurt, NM 16259",Books,6.147555635,150.1967594
235323,B,5,71.83872922,8/26/2023 13:42,Debit Card,"77571 Aguilar Crescent
New Timside, TN 43984",Home Decor,0.462871045,357.5310427
397000,B,7,60.7513013,4/25/2024 20:36,PayPal,"494 Lopez Spring
Debrafort, DC 31407",Clothing,8.037027267,391.0809185
986917,D,7,88.15321933,2/3/2024 6:20,Debit Card,"17681 Patterson Brook
West Curtisborough, FM 27507",Home Decor,2.265975151,603.089825
391278,C,4,32.90556652,10/26/2023 16:17,Debit Card,"274 Clinton Row
South Lisa, GU 59454",Clothing,17.0030783,109.2424291
945683,A,7,69.25684863,11/9/2023 10:42,Credit Card,"21205 Matthew Coves Apt. 355
Lake Graceton, WA 89273",Electronics,10.70596275,432.8956535
999329,D,3,94.63688687,7/1/2023 12:02,PayPal,"88318 Jeffrey Harbor
Aliciafort, ME 52389",Books,1.830624263,278.7133232
934277,A,6,29.42846622,7/4/2023 6:45,PayPal,"841 Jennifer Lodge Suite 593
West Amandabury, NM 27811",Clothing,7.311670811,163.6605219
174338,D,2,37.61916743,5/19/2023 14:02,Credit Card,"22794 James Fort Suite 378
East Victoria, AZ 38497",Clothing,7.448973926,69.63385092
545912,A,9,46.66759982,11/13/2023 22:43,Credit Card,"957 John Grove Suite 224
Carrollfurt, MA 25724",Home Decor,15.36549112,355.4720453
88220,A,5,17.8385125,2/23/2024 17:23,Cash,"92480 Kelsey Club Apt. 792
North Danabury, NV 52001",Books,19.4253636,71.86658291
173080,C,6,25.91827387,7/8/2023 4:57,PayPal,"3346 Hunt Vista
West Michaelside, HI 52847",Home Decor,6.190253151,145.8832026
400897,D,4,44.38842668,3/11/2024 10:50,Credit Card,"235 Logan Road
Port Marcusport, WY 03455",Electronics,4.343152928,169.8422777
636398,C,7,16.69540414,6/10/2023 10:41,Cash,"PSC 3555, Box 8474
APO AA 67962",Home Decor,14.88628199,99.4705544
638748,A,9,42.63801915,5/4/2023 8:33,PayPal,"490 Young Fields
Smallberg, MT 45964",Electronics,10.24981199,344.4093212
597048,D,7,31.97276084,10/16/2023 18:45,Debit Card,"780 Kristi Creek
West Hannahberg, MS 83311",Books,14.73131551,190.8392679
472957,B,1,87.80595497,6/22/2023 2:56,PayPal,"14566 Alyssa Court Suite 449
Melindafort, FM 88989",Home Decor,1.069206714,86.86712781
84596,D,1,64.76441874,2/1/2024 4:22,Cash,"5501 Harold Spurs Apt. 087
East Tracyport, UT 09987",Home Decor,19.9400979,51.85033024
562014,A,9,90.86410263,4/8/2024 6:09,Debit Card,"68754 James Branch Apt. 009
Alexisville, NE 90702",Books,9.685291703,738.5728431
469434,B,9,28.25982796,12/5/2023 4:58,PayPal,"4321 Susan Valleys
West Benjamin, ID 64991",Electronics,16.69877986,211.8670335
252922,A,4,17.34917877,8/26/2023 13:34,Cash,"Unit 1535 Box 5709
DPO AP 57706",Clothing,3.582091919,66.91086094
977032,A,9,41.86424795,5/11/2023 10:36,Debit Card,"96028 Eddie Estate
Mitchellville, NE 77272",Clothing,3.135656986,364.9637586
745071,C,3,15.07826861,5/31/2023 16:39,PayPal,"080 Thomas Route Suite 101
South Jamesmouth, WA 54676",Home Decor,7.175804257,41.9888447
638578,D,7,89.51626496,7/7/2023 16:05,PayPal,"4048 David Islands Apt. 534
Daviston, AZ 16773",Books,4.85644891,596.182673
254206,A,6,26.93368276,2/14/2024 23:43,PayPal,"3530 Ellis Avenue
Port Tracy, ME 79036",Electronics,3.244001859,156.3597216
937354,A,8,22.69652511,3/19/2024 11:20,PayPal,"50572 Steven Square Apt. 432
Thomasstad, GU 29278",Home Decor,1.904333216,178.1144611
758832,B,9,80.90037402,2/25/2024 13:48,Debit Card,"248 Cochran Village
West Dianaland, TX 12916",Home Decor,2.095020551,712.8494511
889978,D,5,74.11664449,11/21/2023 7:56,Debit Card,"8906 Williams Prairie Apt. 061
Nicolemouth, KS 94341",Electronics,3.302831309,358.3434838
381440,B,1,15.12604253,1/15/2024 17:11,Cash,"505 Dennis Courts
North Christopherburgh, DE 62352",Books,2.023900944,14.81990641
330581,D,3,55.86087198,12/1/2023 0:32,PayPal,"30842 Simon Mountains
New Davidbury, KS 13404",Home Decor,11.0954571,148.9885587
630099,D,8,50.39649003,8/1/2023 17:31,Debit Card,"031 Khan Parkway Apt. 597
North Tanyaland, OR 29820",Books,16.96378135,334.7787172
933612,A,6,44.8171824,1/24/2024 23:06,Debit Card,"271 Cooper Haven
Anthonystad, OH 91347",Clothing,17.09178318,222.9427605
402432,D,8,21.40301423,5/8/2023 21:06,Cash,"68018 Griffin Square
North Michaelborough, MP 69490",Electronics,18.96759544,138.7470166
517772,A,9,80.86168186,2/1/2024 23:37,Cash,"03368 Ashley Divide
Gailport, WV 40464",Clothing,8.312041384,667.2638286
35839,B,4,31.59602153,12/30/2023 9:31,Debit Card,"7700 Anthony Manors Apt. 103
Powellborough, MO 60997",Electronics,16.37203738,105.6924363
225733,D,1,51.24117781,5/16/2023 16:23,Credit Card,"019 Marvin Cape
Terrifurt, MA 99203",Home Decor,14.22218199,43.95356425
776979,A,1,89.29578752,12/17/2023 11:19,Debit Card,"758 Ashley Ports Suite 163
West Mary, RI 71233",Clothing,18.37811716,72.88490307
221937,A,4,38.64182086,4/22/2024 20:17,Credit Card,"9425 Brandon Oval Suite 482
Crystalberg, MI 21625",Clothing,12.22981448,135.6639914
175416,D,7,13.21589879,3/7/2024 5:54,Debit Card,"00330 Bates Valleys Suite 357
Bryanttown, IL 67826",Books,3.891313774,88.91138691
646696,D,2,90.02191983,8/30/2023 4:53,Cash,"530 Anderson Drive
South Phillipfort, WV 81658",Books,16.26285021,150.7635797
688072,C,3,54.45015887,6/6/2023 11:18,Credit Card,"167 Jason Course Apt. 531
West Paula, ID 11466",Electronics,3.863419042,157.0395632
916513,D,1,54.73566233,12/9/2023 12:37,Debit Card,"459 Sutton Mountains Suite 451
Bernardport, WI 12076",Home Decor,8.686718668,49.98092933
538692,D,5,59.62741773,12/4/2023 15:19,Debit Card,"09098 Morton Trafficway
North Loretta, AZ 89521",Books,14.21054906,255.7701714
172943,A,1,26.19405865,9/9/2023 0:45,Credit Card,"Unit 9800 Box 8766
DPO AE 93292",Electronics,17.69561007,21.55886017
481676,D,8,74.33975096,6/21/2023 16:46,Credit Card,"125 Vasquez Cove
Lake Megan, OR 45416",Clothing,5.661595281,561.047481
214608,A,1,30.82432032,8/12/2023 4:28,PayPal,"636 Vega Inlet Suite 700
North Stevenview, CT 71706",Home Decor,3.030331887,29.89024111
590942,A,1,37.10333556,12/13/2023 12:16,Credit Card,"9412 Saunders Terrace Apt. 183
Harrisfort, OK 19012",Books,12.30596026,32.53741383
108361,C,2,66.80700831,5/21/2023 1:38,PayPal,"87005 Smith Harbors Suite 391
Hartchester, WA 85942",Home Decor,7.796451484,123.1968646
116067,B,2,77.47805803,8/5/2023 22:32,Cash,"30226 Nina Extension Suite 568
New Jacobport, AL 11051",Books,12.90030588,134.9663031
420390,A,6,75.75551913,1/4/2024 14:39,PayPal,"84808 Heather Drives
Everetthaven, TN 48694",Clothing,16.91507631,377.6484916
218306,C,7,17.48344175,11/29/2023 4:13,Cash,"73076 Sweeney Pines
Mccarthyborough, KS 56018",Electronics,9.863590182,110.3126269
908160,B,5,77.911939,5/2/2023 14:10,PayPal,"31900 Stewart Parkway Apt. 859
Jamesshire, VA 79536",Electronics,1.616726685,383.2615795
16642,A,1,69.64528917,2/29/2024 3:59,Cash,"2694 Terrance Spurs Apt. 300
Sheilafort, NH 73334",Electronics,18.64104368,56.66268039
147851,C,1,64.45863786,9/24/2023 1:20,Credit Card,"9442 Gray Rapids Apt. 456
West Angelaton, NJ 04734",Clothing,5.865678005,60.67770172
714511,A,3,97.01868272,9/27/2023 19:22,Debit Card,"375 Audrey Isle Apt. 650
Gibsonmouth, NC 15026",Electronics,19.43676051,234.4841811
143779,A,2,41.2143105,4/7/2024 17:30,Cash,"8659 Clay Street Apt. 193
Christineshire, FM 97293",Books,16.84075858,68.54701594
491768,B,5,71.47775954,5/14/2023 21:29,Cash,"PSC 9458, Box 9421
APO AA 84039",Home Decor,6.461854636,334.2948531
390190,A,6,61.59105202,7/4/2023 23:14,Cash,"581 Charlotte Land
Lake Jasonhaven, ME 77590",Home Decor,8.409567919,338.469064
718553,B,7,44.91639388,3/25/2024 3:43,Debit Card,"4023 Jennifer Prairie Apt. 711
Rodriguezshire, NH 07463",Books,1.527390592,309.6124157
490125,C,4,80.9415652,4/2/2024 3:47,PayPal,"9562 Peter Mill
Whitakermouth, PR 71963",Books,15.66106217,273.0610254
11452,B,7,46.2832959,3/8/2024 12:40,Credit Card,"0585 Tiffany Square
Staceyborough, WA 20704",Electronics,6.220360362,303.8301567
98927,C,8,60.27001303,1/15/2024 4:52,Credit Card,"20309 Clark Inlet Suite 305
South Juliaborough, SC 66330",Electronics,3.409486253,465.7209218
23830,C,1,60.45645023,1/14/2024 0:26,Debit Card,"610 Martinez Points Suite 875
Morrisview, KY 61533",Books,16.25173685,50.63122703
322347,A,6,56.01948781,12/19/2023 23:26,PayPal,"505 Haynes Stream Suite 207
East Natalie, AR 71209",Home Decor,16.89058253,279.3448199
99487,D,8,51.16619973,2/17/2024 21:46,Debit Card,"7089 Marshall Cliff Apt. 323
New Wendymouth, CT 55710",Books,7.345053301,379.2641207
174752,B,5,25.10012015,9/12/2023 3:14,PayPal,"1196 Corey Bypass Suite 715
Sosaville, MN 09737",Clothing,5.137626912,119.0528481
150760,B,4,31.67611866,5/24/2023 4:28,Debit Card,"0522 Peters Branch
North Brandonville, CT 86024",Books,13.14385457,110.0506228
300755,C,2,21.11526402,12/1/2023 8:06,Credit Card,"385 Jamie Extensions
Lake Crystal, ME 45133",Books,5.863023355,39.75454231
318978,B,6,75.11420555,10/9/2023 19:33,Cash,"8238 Cristian Course Suite 182
Port Gregory, NC 86391",Home Decor,10.17715166,404.8183136
447037,D,6,76.98651829,7/7/2023 15:19,Credit Card,"06505 Park Mews Suite 258
Vasquezton, MN 05747",Electronics,12.84973774,402.5637156
494205,D,1,67.46760751,8/26/2023 16:11,Cash,"88341 Hammond Vista Suite 966
East Michelleborough, MI 91511",Electronics,12.35020318,59.13522091
375520,D,9,92.58788273,10/5/2023 16:56,Cash,"731 Steven Spring
Fullerhaven, MS 22618",Books,13.99231235,716.6942728
550537,C,6,33.84677181,9/26/2023 5:22,Cash,"7636 Matthew Corners
Marshallbury, IN 29188",Electronics,7.306948304,188.2416342
372905,C,3,83.89215147,6/19/2023 9:29,Cash,"35098 Ritter View
North Davidtown, WV 13685",Home Decor,10.78425766,224.5350171
116842,D,4,26.72503098,6/14/2023 14:38,Cash,"667 Jamie Estate
North Vincentfort, NM 03983",Clothing,3.165920033,103.5157515
314341,B,4,16.10403928,2/5/2024 19:56,PayPal,"98727 Jason Shores Suite 155
Williamsmouth, AS 63873",Books,3.460433204,62.18707901
342790,D,3,10.01159423,3/24/2024 18:36,Credit Card,"04543 Breanna River Suite 442
East Antonio, HI 08553",Home Decor,11.5985811,26.55117405
16227,D,3,62.25700278,5/30/2023 21:45,PayPal,"578 Gabriela Hollow
Port Krystalville, CA 78917",Clothing,5.716587123,176.0940809
